Track,Course Code,Course Title,Course Description,Outcome Type,Period,Outcome Number,Outcome Text
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 1.,Evaluate the concepts of user and system requirements and why these requirements should be written in different ways.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 2.,Value the differences between functional and nonfunctional software requirements.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 3.,"Appraise the main requirements engineering activities of elicitation, analysis, and validation, and the relationships between these activities."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 4.,Weigh why requirements management is necessary and how it supports other requirements engineering activities.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 5.,Relate how graphical models can be used to represent software systems and why several types of models are needed to fully represent a system.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 6.,"Analyze the fundamental system modeling perspectives of context, interaction, structure, and behavior."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 7.,Distinguish the principal diagram types in the Unified Modeling Language (UML) and how these diagrams may be used in system modeling.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 8.,"Relate to model-driven engineering, where an executable system is automatically generated from structural and behavioral models."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 9.,Distinguish why the architectural design of software is important.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 10.,Examine the decisions that must be made about the software architecture during the architectural design process.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 11.,"Relate to the idea of Architectural patterns, well-tried ways of organizing software architectures that can be reused in system designs."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 12.,Distinguish how Application-Specific Architectural patterns may be used in transaction processing and language processing systems.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 13.,"Appraise the most important activities in a general, object-oriented design process."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 14.,Select some of the different models that may be used to document an object-oriented design.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 15.,Support the idea of design patterns and how these are a way of reusing design knowledge and experience.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Midterm,TLO 16.,"Weigh key issues that must be considered when implementing software, including software reuse and open-source development."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 17.,Understand the stages of testing from testing during development to acceptance testing by system customers.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 18.,Identify techniques that help us choose test cases that are geared to discovering program defects.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 19.,"Recognize test-first development, where you design tests before writing code and run these tests automatically."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 20.,"Discuss the three distinct types of testing- component testing, system testing, and release testing"
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 21.,Explain the distinctions between development testing and user testing.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 22.,Recognize that software systems must adapt and evolve if they are to remain useful and that software change and evolution should be considered as an integral part of software engineering.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 23.,Discuss what is meant by legacy systems and why these systems are important to businesses.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 24.,"Describe how legacy systems can be assessed to decide whether they should be scrapped, maintained, reengineered, or replaced."
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 25.,Recognize different types of software maintenance and the factors that affect the costs of making changes to legacy software systems.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 26.,Define the principal tasks of software project managers.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 27.,Explain risk management and some of the risks that can arise in software projects.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 28.,Discuss factors that influence personal motivation and what these might mean for software project managers.
IT Network Technology,S-ITPE004LA,IT PROFESSIONAL ELECTIVE 4 (SYSTEM INTEGRATION AND ARCHITECTURE 2 LAB),"This course focuses on project management, testing and quality assurance, and organizational context architecture. The course introduces the students on usability testing and recommends appropriate actions based on the results of the test. Furthermore, topics on the construction of an architectural model of a complex system using an architectural framework are discussed. This course builds upon the fundamentals of system architecture and integration, exploring advanced concepts and techniques for designing, integrating, and managing complex systems. Emphasis is placed on real-world applications, case studies, and hands-on projects.",TLO,Final,TLO 29.,"Recognize key issues that influence team working, such as team composition, organization, and communication."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,CLO,Midterm & Final,CLO1.,"Understand the latest concepts in systems analysis and design, software engineering and information technology."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO1.,Identify complex problems and define the computing requirements appropriate to its solution.
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO2.,"Identify the user needs and consider them in the selection, creation, and evaluation and administration of computer-based systems."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO3.,Select various high level and detailed design and implementation principles for building a software system.
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,CLO,Midterm & Final,CLO2.,Investigate and evaluate prominent literature connected to your Capstone Project.
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO4.,"Analyze the impact of computing and engineering solutions on individuals, organizations, and society."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO5.,"Identify software development needs and challenges that require various engineering solutions, and formulate such solutions"
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,CLO,Midterm & Final,CLO3.,"Understand the scope of the project, planning, scheduling the collaborative efforts of the team, and documenting the effort via oral and written proposals."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,CLO,Midterm & Final,CLO4.,"Illustrate that they can function, communicate, collaborate and continue to learn effectively as ethically and socially responsible IT professionals."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO6.,Execute effectively as a member or leader of a development team recognizing the different roles of a team to accomplish a common goal.
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO7.,"Understand professional, ethical, legal, security and social issues and responsibilities in the utilization of information technology."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,CLO,Midterm & Final,CLO5.,Adapt the skills to communicate with and balance the interests of multiple stakeholders (both technical and non-technical) on a project.
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO8.,"Communicate effectively with the computing community and with society at large about complex computing activities through logical writing, presentations, and clear instructions."
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,CLO,Midterm & Final,CLO6.,Demonstrate 21st century skills in all learning activities.
IT Network Technology,ITCP322,Capstone Project 1,A project focusing on the information system plan brought about in the practicum / on-the-job training/independent research course. This course requires the fulfillment of the complete documentation and oral defense before a set of panelists.,TLO,Midterm & Final,TLO9.,"Collaboration, Skilled Communication, Knowledge Construction, Self-Regulation, Real-World Problem-Solving, Use of ICT (not part of topic, but integrated in assessments)"
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Midterm & Final,CLO1.,Configure VLANs and Inter-VLAN routing applying security best practices.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Midterm & Final,CLO2.,Troubleshoot inter-VLAN routing on Layer 3 devices.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Midterm & Final,CLO3.,Configure redundancy on a switched network using STP and EtherChannel.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Midterm & Final,CLO4.,Troubleshoot EtherChannel on switched networks.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Final,CLO5.,Explain how to support available and reliable networks using dynamic addressing and first-hop redundancy protocols.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Final,CLO6.,Configure dynamic address allocation in IPv6 networks.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Final,CLO7.,Configure WLANs using a WLC and L2 security best practices.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",CLO,Final,CLO8.,Configure switch security to mitigate LAN attacks.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Midterm,TLO1.,Configure initial settings on a Cisco switch
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Midterm,TLO2.,Explain how frames are forwarded in a switched network.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Midterm,TLO3.,"Explain how STP operates in a simple, switched network."
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Midterm,TLO4.,Describe Ethernet technology.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Final,TLO5.,Configure a router as DHCPv4 server or client.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Final,TLO6.,E/plain the operation of SLAAC.
IT Network Technology,S-ITNT323,Cisco Networking Semester 2 - SRWE,"This course focuses on the fundamental networking concepts and technologies. Cisco Certified Networking Associate (CCNA) course incorporates theoretical aspects and practical application while providing students the skills and hands-on experience needed to design, install, operate and maintain networks. The course covers a complete range of networking concepts, and features many hands-on projects where students have access to the building blocks of Local and Wide Area Networks (LANs and WANs), such as wireless access points, switches and routers.",TLO,Final,TLO7.,Implement port security to mitigate MAC address table attacks
